# music-roulette.tsv — data for the `music-roulette` alias (config/aliases/misc.sh)
#
# Tab-separated. Lines starting with # and blank lines are ignored.
#
#   C<TAB>Country<TAB>tier
#     tier 1 = deep recorded catalogue (portable modern genres are plausible here)
#     tier 2 = thinner catalogue (only traditional/portable + its own regional genres)
#     Country list: UN member states, cleaned to the name Spotify actually indexes
#     (ISO 3166 "Korea, Republic of" -> "South Korea"), plus stateless music
#     cultures that have catalogues but no seat (Kurdish, Tuareg, Sami, ...).
#     Uninhabited territories (Antarctica, Bouvet, Heard, US Minor Outlying) are
#     omitted: no catalogue, guaranteed dead pair.
#
#   G<TAB>Genre<TAB>scope
#     scope = *mod   portable modern genre -> paired only with tier-1 countries
#     scope = *trad  portable traditional  -> paired with any country
#     scope = Country[,Country...]  regional genre -> only its home countries
#
# Provenance: the country list comes from ISO 3166. The genres and every
# genre->country mapping are hand-curated -- no machine-readable source for
# them existed (Spotify's available-genre-seeds endpoint is deprecated, the
# usual genre gists are not enumerable, Wikipedia's lists truncate). Expect
# some attributions to be arguable; fix them by editing the row.
#
# Dead-pair prevention: music-roulette draws the GENRE first, then draws a
# country from that genre's eligible set. An impossible pairing is therefore
# unconstructible rather than filtered after the fact. Adding a genre with a
# country name that does not appear as a C row is the one way to break this --
# tmp/test-music-roulette.sh checks for exactly that.

# --------------------------------------------------------------------------
# Countries and music cultures
# --------------------------------------------------------------------------

# -- tier 1: deep catalogue --
G	Industrial	*mod
G	Jazz	*mod
G	Lo-fi	*mod
G	Metal	*mod
G	Minimalism	*mod
G	New Wave	*mod
G	Noise	*mod
G	Opera	*mod
G	Post Punk	*mod
G	Post Rock	*mod
G	Progressive Rock	*mod
G	Psychedelic	*mod
G	Punk	*mod
G	R&B	*mod
G	Rap	*mod
G	Rock	*mod
G	Shoegaze	*mod
G	Soul	*mod
G	Soundtrack	*mod
G	Surf	*mod
G	Synth Pop	*mod
G	Techno	*mod
G	Trance	*mod
G	Trip Hop	*mod

# -- portable traditional (any country) --
G	Brass Band	*trad
G	Chant	*trad
G	Choral	*trad
G	Dance	*trad
G	Devotional	*trad
G	Drumming	*trad
G	Field Recordings	*trad
G	Flute	*trad
G	Folk	*trad
G	Lullabies	*trad
G	Percussion	*trad
G	Protest Songs	*trad
G	Spiritual	*trad
G	Street Music	*trad
G	Traditional	*trad
G	Vocal	*trad
G	Wedding Music	*trad

# -- regional: Latin America --
G	Bachata	Dominican Republic
G	Bolero	Cuba,Mexico
G	Bossa Nova	Brazil
G	Cumbia	Colombia,Argentina,Mexico
G	Forro	Brazil
G	Huayno	Peru,Bolivia
G	Mariachi	Mexico
G	Merengue	Dominican Republic
G	MPB	Brazil
G	Nueva Cancion	Chile,Argentina
G	Ranchera	Mexico
G	Reggaeton	Puerto Rico,Colombia,Panama
G	Salsa	Cuba,Puerto Rico,Colombia,Venezuela
G	Samba	Brazil
G	Tango	Argentina,Uruguay
G	Vallenato	Colombia

# -- regional: Caribbean --
G	Calypso	Trinidad and Tobago
G	Dancehall	Jamaica
G	Dub	Jamaica
G	Kompa	Haiti
G	Reggae	Jamaica
G	Rocksteady	Jamaica
G	Ska	Jamaica
G	Soca	Trinidad and Tobago,Barbados
G	Steelpan	Trinidad and Tobago
G	Zouk	French Antilles,Haiti

# -- regional: Africa --
G	Afrobeat	Nigeria
G	Afrobeats	Nigeria,Ghana
G	Amapiano	South Africa
G	Benga	Kenya
G	Bongo Flava	Tanzania
G	Chaabi	Morocco,Algeria
G	Coupe-Decale	Ivory Coast
G	Desert Blues	Mali,Niger,Tuareg,Mauritania
G	Ethio Jazz	Ethiopia
G	Gnawa	Morocco
G	Gqom	South Africa
G	Griot	Mali,Senegal,Gambia
G	Highlife	Ghana,Nigeria
G	Isicathamiya	South Africa
G	Juju	Nigeria
G	Kwaito	South Africa
G	Makossa	Cameroon
G	Mbalax	Senegal
G	Mbaqanga	South Africa
G	Ndombolo	Democratic Republic of the Congo
G	Rai	Algeria,Morocco
G	Soukous	Democratic Republic of the Congo,Republic of the Congo
G	Taarab	Tanzania,Zanzibar,Kenya

# -- regional: Middle East and Central Asia --
G	Arabesque	Turkey
G	Dabke	Lebanon,Syria,Palestine,Jordan
G	Dastgah	Iran
G	Maqam	Iraq,Syria,Egypt
G	Mizrahi	Israel
G	Morin Khuur	Mongolia
G	Shashmaqam	Uzbekistan,Tajikistan
G	Sufi	Pakistan,Turkey,Morocco,Iran
G	Throat Singing	Mongolia,Tuva
G	Turkish Psych	Turkey

# -- regional: South Asia --
G	Baul	Bangladesh
G	Bhangra	India,Pakistan
G	Bollywood	India
G	Carnatic	India
G	Filmi	India
G	Ghazal	India,Pakistan
G	Hindustani	India,Pakistan
G	Qawwali	Pakistan,India
G	Tabla	India

# -- regional: East and Southeast Asia --
G	Cantopop	Hong Kong,China
G	City Pop	Japan
G	Dangdut	Indonesia
G	Enka	Japan
G	Gagaku	Japan
G	Gamelan	Indonesia
G	Guqin	China
G	J-pop	Japan
G	K-pop	South Korea
G	Kroncong	Indonesia
G	Luk Thung	Thailand
G	Mandopop	Taiwan,China
G	Mor Lam	Thailand,Laos
G	Peking Opera	China
G	Pinoy Rock	Philippines
G	Sanjo	South Korea

# -- regional: Europe --
G	Balkan Brass	Serbia,North Macedonia,Roma,Bulgaria
G	Celtic	Ireland,Scotland,Wales,Brittany,Cape Breton
G	Chanson	France
G	Csardas	Hungary
G	Fado	Portugal
G	Flamenco	Spain
G	Joik	Sapmi
G	Klezmer	Poland,Ukraine,Israel
G	Kulning	Sweden
G	Manele	Romania
G	Musette	France
G	Polka	Poland,Czechia
G	Rebetiko	Greece
G	Schlager	Germany,Austria
G	Sea Shanties	United Kingdom,Ireland
G	Sevdalinka	Bosnia and Herzegovina
G	Tarantella	Italy
G	Turbo Folk	Serbia

# -- regional: North America and Oceania --
G	Americana	United States
G	Bluegrass	United States,Appalachia
G	Cajun	United States
G	Country	United States
G	Delta Blues	United States
G	Didgeridoo	Australia
G	Gospel	United States
G	Hula	Hawaii
G	Motown	United States
G	Powwow	United States,Canada
G	Slack Key	Hawaii
G	String Band	Papua New Guinea,Solomon Islands,Vanuatu
G	Waiata	New Zealand
G	Zydeco	United States
